Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S3668,Ali,Smith,student2668@university.com,Female,22,CS,74.9,80.11,78.42,89.15,67.06,0.21,88.86,64.32,A,22.3,No,Yes,PhD,Low,2,7.5
S3157,John,Williams,student2157@university.com,Female,23,CS,60.9,72.82,61.36,59.06,91.35,6.62,96.57,89.16,D,17.6,Yes,Yes,,Medium,10,6.3
S5579,Emma,Johnson,student4579@university.com,Female,24,Engineering,64.11,81.76,68.26,81.93,51.47,4.8,83.38,63.03,F,9.5,Yes,Yes,,Low,2,6.2
S1183,John,Brown,student183@university.com,Male,24,Engineering,59.96,84.0,83.36,80.78,69.71,8.65,75.25,85.98,C,14.2,No,Yes,Bachelor's,Low,3,4.1
S5646,Liam,Smith,student4646@university.com,Male,21,CS,82.99,53.89,74.53,98.63,94.44,5.38,85.64,59.88,F,27.3,Yes,Yes,PhD,Medium,8,7.6
S5086,Ahmed,Brown,student4086@university.com,Male,19,Mathematics,66.18,89.22,77.39,58.99,83.08,4.46,59.8,94.62,A,10.2,No,Yes,,High,7,5.3
S5160,Omar,Jones,student4160@university.com,Male,20,Mathematics,81.13,73.7,61.42,,68.41,5.71,53.87,74.43,F,5.4,No,Yes,Master's,Low,2,5.1
S4268,Liam,Brown,student3268@university.com,Male,20,CS,90.73,42.05,74.78,55.28,72.74,1.56,95.79,63.24,A,6.8,No,Yes,High School,High,7,4.2
S5207,Emma,Williams,student4207@university.com,Female,21,Mathematics,70.42,41.53,87.09,70.34,80.59,4.99,85.97,69.85,F,18.8,Yes,Yes,Master's,High,5,8.6
S3354,Emma,Johnson,student2354@university.com,Male,20,Mathematics,56.76,78.6,76.7,58.17,76.1,2.09,67.87,81.2,D,28.1,No,Yes,Master's,Medium,5,6.8
S2901,Ahmed,Smith,student1901@university.com,Male,22,CS,59.08,61.02,65.81,78.6,70.28,6.04,67.45,69.39,D,7.3,No,No,,Low,10,7.2
S1025,Emma,Davis,student25@university.com,Male,18,Business,52.3,49.8,64.18,57.63,65.79,4.13,81.9,90.24,C,23.5,No,Yes,High School,High,3,5.6
S5399,John,Jones,student4399@university.com,Male,23,Business,84.68,63.06,51.29,50.15,52.25,8.76,84.12,50.3,F,22.0,No,Yes,Master's,Medium,3,6.1
S1221,John,Johnson,student221@university.com,Male,18,Business,96.89,58.03,98.85,56.88,87.5,7.62,78.18,93.03,A,9.7,No,Yes,PhD,High,8,8.1
S2414,Sara,Williams,student1414@university.com,Male,19,Engineering,74.43,58.84,89.93,82.49,61.05,7.22,81.69,95.61,B,16.2,No,Yes,High School,High,6,7.1
S3513,Liam,Smith,student2513@university.com,Female,21,Business,63.86,87.73,89.69,50.94,70.72,0.27,74.8,90.3,C,24.7,No,Yes,,Low,5,5.9
S3120,Liam,Brown,student2120@university.com,Male,19,Engineering,,87.18,78.51,66.45,64.62,0.35,89.64,63.11,A,23.6,No,Yes,Master's,Medium,7,8.7
S5045,Ahmed,Johnson,student4045@university.com,Female,20,CS,66.4,77.39,70.31,79.39,58.03,7.06,97.73,89.34,D,16.7,No,Yes,,High,6,4.5
S1852,Ahmed,Jones,student852@university.com,Female,22,CS,57.17,64.87,77.49,70.0,55.55,6.8,67.02,70.55,F,16.8,Yes,No,,Medium,9,8.0
S1486,John,Brown,student486@university.com,Female,20,Business,87.07,86.71,76.99,66.59,88.07,6.03,93.63,91.22,A,20.4,No,Yes,,Medium,8,7.7
S1674,Maria,Williams,student674@university.com,Male,19,Engineering,96.77,46.11,61.02,61.17,79.67,0.76,92.84,90.3,B,11.3,Yes,No,,High,3,4.6
S5259,John,Brown,student4259@university.com,Female,20,Business,74.18,81.57,89.76,,98.12,7.89,82.16,81.55,D,27.9,No,Yes,,Medium,1,5.0
S3097,Sara,Davis,student2097@university.com,Female,19,CS,84.62,64.61,98.43,77.26,88.68,0.95,56.15,86.73,D,26.5,Yes,Yes,PhD,Low,10,5.3
S5146,Ahmed,Brown,student4146@university.com,Male,20,CS,55.58,74.77,90.47,82.51,75.08,0.16,67.61,63.66,D,11.2,No,Yes,,High,8,4.5
S4020,Emma,Smith,student3020@university.com,Female,23,Business,99.73,63.2,44.71,99.92,59.54,9.74,95.47,80.45,B,5.7,No,Yes,Bachelor's,Low,2,5.8
S5790,Ali,Jones,student4790@university.com,Female,23,CS,59.82,80.71,59.98,95.2,66.88,6.85,96.49,76.5,F,28.1,Yes,Yes,Bachelor's,High,8,6.9
S1091,Maria,Williams,student91@university.com,Female,22,Business,75.11,85.27,99.85,86.75,65.99,6.32,59.45,65.69,B,13.3,No,Yes,Bachelor's,Medium,5,6.5
S2883,Ahmed,Johnson,student1883@university.com,Male,21,Mathematics,65.67,87.49,64.36,92.0,63.45,0.25,91.03,76.62,A,17.2,Yes,Yes,Bachelor's,Medium,10,5.8
S1558,Liam,Brown,student558@university.com,Male,20,Business,53.68,99.79,83.14,82.9,80.64,4.89,64.68,83.5,F,27.2,No,Yes,,High,4,8.5
S4480,Emma,Smith,student3480@university.com,Male,18,Mathematics,98.89,79.73,68.94,53.11,93.5,2.16,83.39,75.46,B,18.7,No,Yes,,High,10,4.3
S5157,Maria,Smith,student4157@university.com,Female,18,CS,65.03,91.88,49.89,93.12,75.3,7.94,90.84,83.92,C,19.8,No,Yes,PhD,Medium,3,8.9
S5941,Omar,Johnson,student4941@university.com,Female,23,Business,66.23,55.91,79.75,,54.85,4.29,97.53,57.22,D,14.2,No,No,PhD,Medium,7,7.6
S1251,Ali,Brown,student251@university.com,Male,20,CS,58.96,70.41,53.67,,85.68,3.11,74.75,61.39,D,29.6,No,Yes,Bachelor's,Medium,8,8.0
S1294,Sara,Brown,student294@university.com,Male,21,Business,,47.39,94.67,73.2,60.2,5.59,88.71,86.02,F,15.6,Yes,Yes,Master's,Medium,3,4.4
S3337,Sara,Brown,student2337@university.com,Female,19,CS,82.19,91.21,83.3,94.42,67.07,1.37,56.35,52.58,F,29.4,No,Yes,PhD,Medium,7,7.0
S4988,Omar,Williams,student3988@university.com,Male,21,Business,62.04,55.14,64.31,54.14,97.95,5.07,60.73,80.23,B,6.0,Yes,Yes,PhD,Low,1,7.9
S3536,Omar,Williams,student2536@university.com,Female,24,CS,50.88,54.16,87.77,65.6,86.88,4.11,60.82,99.49,F,5.2,No,Yes,,Low,4,7.2
S4758,John,Williams,student3758@university.com,Female,18,Mathematics,92.49,79.78,91.4,85.77,84.02,2.28,80.1,58.31,B,13.5,Yes,Yes,,Medium,4,6.2
S3065,Maria,Davis,student2065@university.com,Female,21,CS,56.58,65.11,59.35,63.0,99.43,0.35,61.03,84.24,C,10.2,No,Yes,PhD,Low,1,7.2
S4017,John,Davis,student3017@university.com,Female,19,Business,50.88,68.1,49.0,69.68,83.33,4.37,64.32,84.02,C,29.8,Yes,Yes,,Low,10,5.1
S4566,John,Jones,student3566@university.com,Male,20,Engineering,55.79,55.09,94.55,74.48,78.46,7.58,89.59,54.76,D,17.7,No,Yes,High School,Medium,3,4.7
S2245,Liam,Smith,student1245@university.com,Male,24,Engineering,68.36,78.89,61.97,64.28,64.76,1.3,65.79,62.77,C,17.8,Yes,Yes,Master's,High,9,7.8
S2856,Ahmed,Davis,student1856@university.com,Female,19,CS,66.41,76.94,53.74,85.33,85.75,6.32,90.24,77.03,D,17.3,No,Yes,,Low,1,7.7
S2961,Ali,Jones,student1961@university.com,Female,22,Business,55.65,77.08,64.48,99.66,65.48,0.94,55.48,93.18,D,13.9,No,Yes,,Low,4,6.9
S5376,John,Davis,student4376@university.com,Female,19,CS,92.56,47.56,68.96,,73.9,7.48,97.39,98.04,B,6.0,Yes,Yes,,Medium,5,4.5
S5176,Ali,Brown,student4176@university.com,Male,23,Engineering,86.84,70.8,95.79,52.12,94.36,0.21,86.19,51.26,B,6.6,No,Yes,Master's,High,4,8.9
S5181,Ahmed,Johnson,student4181@university.com,Male,20,CS,71.32,61.55,45.08,69.78,84.57,8.23,87.48,73.33,A,13.1,No,Yes,Master's,Medium,5,7.4
S2125,Liam,Williams,student1125@university.com,Female,24,CS,55.73,85.87,71.99,66.43,77.9,0.7,97.83,65.09,C,12.9,No,Yes,,High,3,4.4
S1438,Omar,Jones,student438@university.com,Male,18,Engineering,,49.63,76.04,58.93,88.65,6.41,87.02,59.06,C,11.4,No,No,PhD,Medium,6,7.5
S2968,Ali,Williams,student1968@university.com,Female,24,CS,61.27,56.3,99.52,66.56,86.78,8.81,88.59,67.54,B,19.1,Yes,Yes,PhD,Medium,2,4.2
S5757,Maria,Smith,student4757@university.com,Male,23,Business,90.28,63.19,98.12,76.27,50.88,1.65,64.06,65.3,B,9.3,No,Yes,Bachelor's,Medium,3,6.9
S5016,Maria,Johnson,student4016@university.com,Male,22,Mathematics,64.26,82.42,97.44,,77.22,5.86,65.21,66.63,C,11.5,Yes,Yes,PhD,Medium,9,7.5
S5273,Emma,Smith,student4273@university.com,Male,22,CS,51.26,56.53,66.54,72.34,98.74,0.39,55.48,89.56,C,14.3,No,Yes,PhD,Low,6,7.2
S2683,Ali,Smith,student1683@university.com,Female,19,Business,71.41,94.03,58.58,69.18,52.44,5.27,80.61,52.46,C,19.0,No,No,Bachelor's,Low,1,8.1
S5255,Maria,Brown,student4255@university.com,Male,23,CS,67.19,40.09,80.98,55.72,82.75,8.79,55.46,85.36,B,17.2,No,Yes,High School,Low,5,9.0
S5972,Maria,Davis,student4972@university.com,Female,24,Business,93.59,77.11,87.99,60.46,71.62,9.31,57.13,55.51,B,20.5,No,Yes,,Medium,3,6.9
S2303,Emma,Smith,student1303@university.com,Female,18,CS,95.2,82.96,77.58,73.93,77.48,8.89,74.72,95.59,A,9.9,Yes,Yes,Master's,Low,6,4.5
S3644,Ahmed,Brown,student2644@university.com,Female,20,Engineering,,45.46,89.64,81.02,92.57,4.73,83.47,62.17,D,27.3,No,Yes,,High,2,6.0
S3630,John,Smith,student2630@university.com,Male,18,CS,69.24,49.53,57.47,60.25,81.67,2.5,54.52,80.52,A,16.6,Yes,No,PhD,High,5,5.2
S1823,Omar,Smith,student823@university.com,Male,24,Mathematics,95.71,49.77,63.63,,55.46,9.24,61.78,66.01,A,18.6,No,Yes,Master's,Low,8,5.6
S4661,Sara,Jones,student3661@university.com,Female,22,Business,,46.4,57.79,88.5,67.3,5.64,52.81,77.58,F,6.5,No,Yes,High School,Medium,3,4.4
S3939,Ahmed,Davis,student2939@university.com,Female,24,CS,56.12,41.2,75.36,78.62,53.21,4.02,61.51,80.87,F,11.9,No,Yes,High School,Low,2,6.5
S1624,Ahmed,Brown,student624@university.com,Male,20,CS,66.39,43.53,57.85,53.89,99.02,8.13,82.27,65.35,C,11.1,Yes,Yes,PhD,Low,8,8.4
S3647,John,Smith,student2647@university.com,Female,19,CS,67.34,91.11,77.0,,76.4,3.1,95.4,57.05,A,20.9,No,Yes,PhD,Medium,8,4.5
S2752,Sara,Williams,student1752@university.com,Male,18,CS,76.98,88.43,94.33,,85.13,7.78,73.28,87.28,B,27.6,Yes,Yes,,Medium,10,6.1
S3885,Ahmed,Davis,student2885@university.com,Female,21,CS,81.24,78.18,44.41,90.92,96.22,2.21,95.36,84.36,D,18.8,No,Yes,PhD,Medium,6,8.8
S4993,Ahmed,Jones,student3993@university.com,Male,21,CS,,85.35,46.03,75.09,63.44,6.5,92.81,59.53,F,18.9,Yes,Yes,PhD,Medium,1,8.6
S4422,John,Jones,student3422@university.com,Male,23,Business,55.61,83.0,43.55,89.66,72.97,6.94,84.66,82.28,D,15.6,No,Yes,Bachelor's,Medium,4,4.6
S4722,Maria,Jones,student3722@university.com,Female,21,CS,63.98,42.29,48.71,70.39,56.8,2.77,72.18,88.2,A,11.1,No,Yes,,Low,7,8.5
S3387,Liam,Davis,student2387@university.com,Female,19,Business,60.39,78.77,88.36,72.28,53.08,1.61,80.56,55.84,D,24.3,No,Yes,,Low,9,5.1
S4421,Omar,Jones,student3421@university.com,Male,22,CS,97.58,90.64,58.79,60.8,83.99,6.18,51.3,84.27,A,26.9,No,No,,Low,3,5.9
S1357,Liam,Smith,student357@university.com,Male,24,CS,77.15,77.54,49.35,80.98,74.63,4.2,89.36,99.64,D,13.4,Yes,No,,Low,1,4.9
S3102,Ahmed,Jones,student2102@university.com,Female,24,Engineering,,89.06,96.79,93.83,92.36,5.31,86.49,55.06,A,19.8,No,Yes,,Medium,9,7.8
S4574,Omar,Jones,student3574@university.com,Male,24,Engineering,93.11,80.19,80.09,,92.8,5.02,79.8,99.72,B,21.4,Yes,Yes,,Low,9,7.3
S2700,Ahmed,Jones,student1700@university.com,Female,24,Engineering,68.38,59.21,98.79,57.59,96.79,0.3,54.87,70.97,A,25.2,No,Yes,Master's,Low,2,8.4
S5298,John,Johnson,student4298@university.com,Female,19,CS,,52.4,82.42,92.45,83.34,0.54,63.81,65.06,D,28.0,Yes,Yes,High School,High,3,7.7
S5197,Ali,Jones,student4197@university.com,Male,18,Engineering,,96.65,53.04,80.77,68.95,9.72,79.62,80.23,A,27.9,Yes,Yes,Master's,Low,5,5.3
S1985,Sara,Johnson,student985@university.com,Male,23,CS,,71.37,83.72,,55.29,3.14,90.31,74.5,D,12.1,Yes,Yes,Bachelor's,Low,4,4.5
S3801,Emma,Jones,student2801@university.com,Male,23,CS,83.86,72.06,56.58,57.68,80.22,9.63,58.4,68.35,B,18.7,Yes,Yes,,Medium,2,8.9
S2247,Emma,Johnson,student1247@university.com,Female,24,Engineering,66.28,85.69,98.69,,97.79,0.3,76.94,95.71,F,25.7,Yes,Yes,,Low,10,9.0
S1511,Sara,Brown,student511@university.com,Male,19,Business,95.85,67.58,78.82,91.49,63.32,2.16,67.01,56.35,B,27.5,No,Yes,,Medium,2,4.8
S5839,John,Davis,student4839@university.com,Male,23,CS,68.99,96.99,75.05,55.76,51.88,6.71,94.18,82.35,B,9.7,Yes,Yes,Master's,Low,1,4.9
S4924,Emma,Johnson,student3924@university.com,Female,19,Mathematics,74.69,49.22,71.41,67.02,98.22,5.82,69.54,63.37,C,29.0,No,Yes,,Low,5,8.2
S3637,Sara,Davis,student2637@university.com,Male,18,CS,78.97,83.48,45.14,78.63,63.02,3.36,60.39,78.66,C,21.2,No,Yes,PhD,High,1,6.7
S4046,Sara,Smith,student3046@university.com,Male,23,Engineering,74.73,82.97,69.7,51.01,77.91,4.0,81.41,82.68,B,5.1,No,Yes,,Medium,3,8.0
S4675,Ali,Davis,student3675@university.com,Female,24,Engineering,65.82,42.07,94.12,69.13,97.07,9.71,96.21,62.0,C,19.3,Yes,Yes,,Low,6,6.9
S5928,Sara,Davis,student4928@university.com,Male,22,Engineering,84.31,53.2,68.95,71.16,71.62,8.68,81.94,64.94,C,21.4,No,No,,Medium,8,6.9
S5158,Sara,Davis,student4158@university.com,Female,19,CS,64.76,63.78,93.43,61.63,68.92,3.24,59.48,63.16,A,19.2,No,Yes,Bachelor's,Low,7,6.0
S1122,Sara,Brown,student122@university.com,Male,21,Mathematics,68.0,89.77,51.76,56.82,85.86,8.96,54.22,80.82,B,25.2,No,Yes,,Low,10,6.6
S5645,Ahmed,Davis,student4645@university.com,Male,24,CS,75.55,97.37,47.91,,58.72,1.64,60.89,86.94,F,15.5,No,Yes,Bachelor's,Medium,10,7.2
S1505,Ali,Smith,student505@university.com,Male,22,CS,76.65,42.73,98.24,58.83,90.52,1.29,98.34,61.02,F,20.7,No,Yes,,Medium,7,6.9
S2659,Liam,Williams,student1659@university.com,Female,23,Engineering,82.74,92.08,87.17,60.69,61.9,3.31,90.86,84.35,C,25.2,Yes,Yes,High School,Low,2,6.3
S4680,Ali,Brown,student3680@university.com,Male,19,Business,54.38,93.56,89.63,99.76,74.83,0.32,50.85,96.49,F,13.9,No,Yes,,Medium,2,6.4
S3687,Sara,Johnson,student2687@university.com,Male,22,CS,78.19,92.7,41.95,68.36,71.27,7.13,53.92,96.28,B,15.3,Yes,No,Master's,Medium,4,4.9
S3275,Ahmed,Williams,student2275@university.com,Male,22,Business,56.52,68.61,46.16,51.12,87.66,1.42,53.36,82.95,D,24.2,No,Yes,Master's,Medium,4,5.3
S2629,Emma,Davis,student1629@university.com,Male,21,Engineering,73.16,76.51,86.43,97.17,88.87,7.4,66.45,56.66,C,12.6,No,Yes,High School,Low,7,8.0
S2907,Ali,Jones,student1907@university.com,Male,23,CS,71.6,55.16,60.53,,64.76,0.74,85.18,70.79,F,15.7,No,Yes,PhD,Medium,6,7.1
S4579,Ahmed,Johnson,student3579@university.com,Male,22,CS,79.86,99.51,55.69,81.17,63.05,2.21,70.08,74.59,F,6.9,No,Yes,High School,Medium,7,6.3
S3251,John,Brown,student2251@university.com,Male,20,CS,78.81,92.02,50.56,89.49,92.06,4.05,85.54,97.71,C,13.0,Yes,Yes,,Medium,7,5.6
S1322,Maria,Williams,student322@university.com,Male,22,Engineering,99.59,82.5,95.67,66.39,92.76,5.59,81.43,89.17,A,14.7,Yes,Yes,,High,4,4.9
S5402,Emma,Williams,student4402@university.com,Female,21,Engineering,96.55,87.51,76.24,50.85,54.5,6.87,62.55,78.5,A,14.4,No,Yes,Master's,Medium,1,6.8
S3084,Ali,Johnson,student2084@university.com,Female,20,Mathematics,,68.56,81.7,,94.42,5.38,59.08,77.27,A,24.5,No,Yes,PhD,Low,10,7.7
S2353,Emma,Johnson,student1353@university.com,Female,19,Engineering,52.84,81.92,59.11,74.69,57.04,9.98,72.22,97.78,D,21.4,Yes,Yes,,Medium,7,8.8
S3826,Sara,Smith,student2826@university.com,Male,19,Engineering,57.43,49.63,50.65,,73.51,2.16,76.05,63.62,D,14.8,Yes,Yes,High School,Low,6,7.9
S1813,Maria,Brown,student813@university.com,Male,24,Business,57.05,49.69,52.96,82.83,92.25,0.17,81.1,54.08,D,22.6,Yes,Yes,Master's,Medium,4,8.4
S2123,Omar,Davis,student1123@university.com,Female,22,Business,84.87,66.41,51.31,57.07,98.82,8.98,56.38,89.88,C,5.9,Yes,Yes,Master's,Low,2,9.0
S5252,Ahmed,Smith,student4252@university.com,Male,23,Business,79.3,45.36,98.11,63.22,93.89,5.47,72.51,58.04,C,22.2,No,Yes,High School,Medium,2,5.5
S3397,John,Brown,student2397@university.com,Male,21,CS,81.2,85.56,68.83,63.79,50.73,2.48,73.25,69.49,D,15.9,No,Yes,,Medium,9,5.2
S2632,Liam,Smith,student1632@university.com,Female,21,Business,77.58,79.1,87.67,99.93,56.56,5.23,70.35,52.91,F,11.2,No,Yes,Master's,Medium,4,6.0
S2757,Ali,Jones,student1757@university.com,Female,20,Engineering,57.43,89.21,62.84,52.9,81.01,5.54,62.11,72.24,D,12.3,No,Yes,High School,High,10,7.6
S3479,Ali,Smith,student2479@university.com,Female,24,Engineering,85.1,56.86,43.34,93.07,61.58,7.42,64.24,97.32,A,21.9,Yes,Yes,Master's,Low,8,6.0
S3368,Ahmed,Johnson,student2368@university.com,Male,18,Mathematics,68.29,60.4,59.8,68.76,57.73,5.84,52.63,56.87,B,9.6,No,Yes,High School,Low,5,8.5
S4234,Sara,Williams,student3234@university.com,Female,21,Business,62.56,40.58,80.8,92.96,74.62,4.66,65.89,61.56,D,22.9,No,Yes,,Low,1,8.7
S2448,Emma,Davis,student1448@university.com,Male,20,Engineering,85.62,56.96,82.95,79.2,97.25,2.55,93.79,92.64,B,23.9,No,No,PhD,Low,7,4.9
S3750,Maria,Brown,student2750@university.com,Male,24,Business,67.9,56.51,41.72,92.54,87.4,7.2,52.61,95.17,F,17.6,No,Yes,,Low,1,5.4
S3825,Emma,Smith,student2825@university.com,Female,20,CS,65.88,56.25,42.37,85.55,98.24,1.84,60.18,98.14,F,26.0,No,Yes,PhD,Medium,5,8.3
S3535,Omar,Davis,student2535@university.com,Male,24,Engineering,82.98,43.6,67.21,91.39,82.08,7.73,66.47,76.2,D,27.3,No,Yes,Master's,Medium,7,4.8
S5042,Omar,Jones,student4042@university.com,Female,20,CS,,74.04,54.02,99.91,92.1,9.8,53.52,72.34,D,11.3,No,Yes,High School,Low,10,5.3
S3448,Liam,Davis,student2448@university.com,Male,18,CS,72.77,81.68,85.8,94.88,78.41,2.07,85.16,87.95,C,7.3,Yes,Yes,High School,Low,6,5.0
S1452,Emma,Jones,student452@university.com,Male,21,CS,80.91,44.88,80.81,69.16,50.31,8.4,89.87,61.38,C,7.9,No,Yes,,Medium,8,6.8
S3901,Sara,Brown,student2901@university.com,Female,20,Business,79.79,78.07,96.32,70.87,51.11,9.9,57.12,82.26,F,5.4,No,Yes,,High,3,6.9
S5637,John,Davis,student4637@university.com,Male,21,Mathematics,72.34,40.01,54.29,52.27,69.01,3.5,79.82,76.12,D,8.5,Yes,Yes,High School,Medium,7,6.3
S5240,Maria,Williams,student4240@university.com,Male,22,Business,98.98,85.6,83.72,92.59,95.77,3.06,72.2,92.08,B,17.7,Yes,Yes,,Low,3,8.6
S4334,Omar,Smith,student3334@university.com,Male,20,Engineering,87.26,90.04,89.64,87.41,98.35,1.36,52.53,75.58,A,21.1,Yes,Yes,,High,6,4.2
S4888,Omar,Jones,student3888@university.com,Male,18,Mathematics,74.97,60.82,80.75,73.18,61.13,1.38,75.44,82.51,D,19.3,No,Yes,,Low,5,5.9
S3047,John,Johnson,student2047@university.com,Female,19,CS,70.72,43.49,54.53,52.78,98.71,4.84,84.93,97.23,D,15.1,No,Yes,Bachelor's,Medium,3,7.7
S3303,Ahmed,Smith,student2303@university.com,Male,21,CS,59.55,65.55,45.1,89.9,95.47,5.53,89.96,81.5,D,29.0,No,Yes,PhD,Medium,6,8.5
S2294,Maria,Smith,student1294@university.com,Female,19,Engineering,96.63,53.42,45.76,81.56,75.49,7.29,62.04,92.93,B,7.4,No,Yes,Master's,Low,8,6.7
S1094,Emma,Williams,student94@university.com,Male,22,CS,,85.57,80.41,,57.11,4.97,50.27,84.74,F,26.8,No,Yes,High School,High,6,4.8
S5911,Ahmed,Jones,student4911@university.com,Male,19,Engineering,58.8,70.07,86.58,77.43,50.5,4.02,61.83,54.67,F,25.9,Yes,Yes,High School,Medium,5,8.1
S3823,Maria,Johnson,student2823@university.com,Male,21,CS,70.41,70.73,53.71,72.25,51.24,1.14,92.14,72.8,A,28.6,No,Yes,,High,7,4.9
S4686,Ali,Smith,student3686@university.com,Male,18,CS,76.53,77.37,56.95,81.17,88.83,7.49,75.85,61.46,F,26.9,No,Yes,High School,Low,1,4.3
S5143,Omar,Williams,student4143@university.com,Male,19,Engineering,75.59,57.71,85.88,52.33,89.04,6.52,93.08,71.12,C,19.5,No,Yes,,Medium,5,8.0
S3346,Omar,Jones,student2346@university.com,Female,20,CS,57.5,55.98,63.18,92.44,68.22,9.25,88.21,70.58,F,5.4,No,Yes,Master's,Medium,8,8.2
S4241,Maria,Brown,student3241@university.com,Male,20,CS,64.1,82.04,60.3,94.72,99.22,9.03,65.42,72.49,D,28.2,No,Yes,PhD,Medium,2,6.1
S5486,Liam,Smith,student4486@university.com,Male,20,CS,77.58,61.02,99.06,56.47,65.65,6.38,56.32,81.41,C,5.9,No,Yes,Bachelor's,Low,7,6.8
S5669,Maria,Jones,student4669@university.com,Female,21,Engineering,95.9,84.59,68.58,52.04,63.89,1.56,65.54,88.54,B,6.3,No,Yes,High School,Medium,6,8.9
S4674,Omar,Davis,student3674@university.com,Male,20,CS,95.87,47.14,75.97,85.29,69.14,9.8,68.41,61.62,A,6.9,No,Yes,,Low,5,7.4
S2475,Liam,Brown,student1475@university.com,Female,23,CS,93.74,95.3,79.74,67.54,98.93,0.68,67.21,82.07,A,23.2,Yes,Yes,High School,Low,7,5.1
S2938,Sara,Brown,student1938@university.com,Female,22,Engineering,90.59,88.04,56.73,76.67,88.9,1.89,62.43,95.05,B,8.6,No,Yes,Master's,Medium,5,6.1
S4353,Omar,Williams,student3353@university.com,Female,24,Engineering,53.73,91.0,75.32,62.03,97.22,3.84,55.24,59.02,C,17.8,No,Yes,Master's,Low,2,9.0
S5815,Liam,Jones,student4815@university.com,Female,21,CS,62.07,63.33,78.02,96.44,71.54,1.51,51.94,70.3,C,11.2,No,No,High School,Medium,8,5.0
S4368,Ali,Johnson,student3368@university.com,Male,24,Business,58.21,94.0,60.49,84.41,72.99,4.28,97.37,51.67,F,28.9,No,No,,Medium,6,7.5
S5387,John,Jones,student4387@university.com,Female,22,Business,75.03,58.61,56.56,57.89,52.14,6.6,68.14,62.9,F,9.6,No,Yes,High School,High,3,7.6
S3198,Emma,Jones,student2198@university.com,Female,19,Business,79.87,65.37,60.87,96.64,67.49,2.26,53.36,90.4,F,29.5,No,Yes,Master's,Low,7,5.6
S2867,Ahmed,Davis,student1867@university.com,Male,19,CS,78.7,41.14,52.51,,93.11,3.52,97.42,58.66,D,21.1,No,Yes,High School,Low,8,7.3
S5392,Emma,Johnson,student4392@university.com,Male,21,Engineering,,46.48,77.49,65.42,76.9,2.22,60.67,56.52,D,11.1,Yes,Yes,Bachelor's,Low,1,6.4
S5813,Liam,Brown,student4813@university.com,Female,21,Business,60.19,45.47,61.36,66.27,88.08,2.82,51.5,82.46,A,28.5,No,Yes,Bachelor's,High,2,4.4
S2765,Liam,Jones,student1765@university.com,Female,24,CS,51.65,89.19,88.88,64.03,63.15,2.58,79.64,81.92,D,10.2,No,Yes,Master's,Low,8,7.4
S1735,John,Jones,student735@university.com,Male,19,Mathematics,95.58,99.13,54.26,55.01,87.51,4.59,90.11,77.29,B,12.0,No,Yes,Master's,Low,10,4.4
S1571,John,Johnson,student571@university.com,Male,19,Business,57.36,72.34,55.14,92.92,94.06,7.49,58.96,53.36,F,5.9,Yes,Yes,,Medium,6,6.8
S5411,Emma,Brown,student4411@university.com,Female,22,CS,69.56,98.92,93.92,90.38,66.39,1.66,66.35,93.63,B,19.8,No,Yes,,High,10,7.4
S4540,Emma,Brown,student3540@university.com,Male,22,Mathematics,66.34,82.84,92.47,54.79,91.09,6.77,83.39,69.48,D,12.9,No,Yes,Bachelor's,Low,7,4.2
S3610,Liam,Davis,student2610@university.com,Male,18,CS,,57.66,79.13,70.42,81.08,5.54,82.68,53.62,C,9.9,No,Yes,Bachelor's,Low,3,6.1
S4652,Emma,Davis,student3652@university.com,Male,24,CS,56.95,98.88,87.14,52.85,50.25,8.3,86.7,87.61,D,22.9,Yes,Yes,,Medium,7,6.3
S5451,Maria,Smith,student4451@university.com,Male,24,Business,57.56,88.92,76.4,,96.09,4.26,84.1,67.21,C,25.9,No,Yes,Bachelor's,Medium,10,5.5
S1517,Emma,Williams,student517@university.com,Male,20,Engineering,95.25,57.54,40.83,59.52,93.81,6.19,87.14,95.56,B,12.6,Yes,Yes,,High,1,5.7
S5616,Liam,Jones,student4616@university.com,Female,19,Engineering,51.9,90.66,83.56,67.91,79.53,2.28,86.91,66.67,F,16.1,No,Yes,Bachelor's,Low,3,6.3
S3716,Sara,Brown,student2716@university.com,Female,18,CS,83.96,87.87,46.52,71.17,89.03,4.34,88.86,56.66,B,20.8,No,Yes,Bachelor's,Low,6,7.0
S2118,Ahmed,Brown,student1118@university.com,Female,18,CS,89.62,67.59,69.22,64.09,60.53,9.4,53.75,78.2,A,23.6,Yes,No,Bachelor's,Medium,5,7.0
S2830,Sara,Davis,student1830@university.com,Female,22,CS,56.56,48.41,83.23,88.79,86.0,6.54,87.41,59.76,C,29.5,Yes,Yes,High School,High,9,6.9
S1028,Liam,Davis,student28@university.com,Female,21,Business,54.84,47.63,98.14,83.7,78.97,3.86,81.21,72.2,D,11.2,Yes,Yes,Bachelor's,Low,3,4.0
